171946,-3.6844519,40.4212645
171951,-3.6889892,40.4173597
171952,-3.6889805,40.4149907
171953,-3.6889012,40.4127748
171954,-3.6887986,40.4094693
20952888,-3.5965905,40.4293027
20952890,-3.5961576,40.4301293
20952893,-3.597241,40.4304653
20952910,-3.607265,40.435754
20952912,-3.6080766,40.4353783
20952914,-3.6080274,40.434823
20952917,-3.6065227,40.4351521
20952923,-3.606873,40.4293137
20952925,-3.6028969,40.4298453
20952926,-3.6068897,40.4356563
20952927,-3.6077766,40.433193
20952929,-3.6061882,40.4341928
20952931,-3.6060067,40.4348097
20952942,-3.6066289,40.4348358
20952943,-3.6051218,40.4295407
20952948,-3.6060333,40.4334318
20952949,-3.5974813,40.430098
20953196,-3.7223004,40.42323
20953197,-3.7244864,40.4249877
20953217,-3.7251148,40.4245287
20953221,-3.7217065,40.4227481
20953226,-3.7060675,40.420314
20953234,-3.6958407,40.4188362
20953243,-3.6860513,40.4204657
20953244,-3.6850969,40.4206574
20953247,-3.6667348,40.4205047
20953250,-3.6635938,40.4197584
20953256,-3.6554754,40.4177564
20953271,-3.6308059,40.4148797
20960687,-3.6113362,40.4227635
20960688,-3.6039654,40.424528
20960689,-3.618146,40.4187249
20960690,-3.6064005,40.4244934
20960693,-3.6059652,40.425326
20960694,-3.6016047,40.4242936
20960695,-3.6027551,40.424132
20960696,-3.6039984,40.4296901
20960705,-3.606288,40.4230024
20960707,-3.612307,40.4208308
20960708,-3.6206161,40.4193533
20960709,-3.6029018,40.4241114
20960713,-3.6103132,40.421548
20960717,-3.6043937,40.423689
20962888,-3.5961584,40.4300224
20962900,-3.6112957,40.4211793
20962903,-3.6111897,40.4212216
20962911,-3.6239565,40.4180037
20962916,-3.6241569,40.4176695
20962919,-3.6241583,40.4174998
20962932,-3.62317,40.4169962
20962935,-3.622797,40.4171507
20962947,-3.6230908,40.4181732
20962965,-3.6004626,40.4244419
20962984,-3.6007797,40.4258183
20963005,-3.6011038,40.4223748
20963008,-3.6014896,40.4225291
20963022,-3.6008814,40.4233104
20963025,-3.6005215,40.4231677
20963045,-3.601105,40.4272219
20963048,-3.6012728,40.4279329
20963052,-3.6001584,40.4280885
20963054,-3.5999979,40.4273729
20963055,-3.601754,40.430015
20963062,-3.6025721,40.4334388
20963071,-3.604912,40.4335862
20963078,-3.6047256,40.4328052
20963082,-3.60584,40.4326567
20963085,-3.6043529,40.4312434
20963088,-3.603243,40.4313978
20963091,-3.603055,40.4305882
20963095,-3.6041613,40.4304398
20963098,-3.6052918,40.4302865
20963101,-3.6019278,40.4307388
20963107,-3.6022392,40.4270739
20963111,-3.6033654,40.4269236
20963116,-3.6117874,40.4326481
20963122,-3.6110786,40.4295716
20963126,-3.6110296,40.4291233
20963139,-3.6109909,40.4186097
20963148,-3.6109608,40.4176039
20963151,-3.6105791,40.4176855
20963161,-3.610706,40.4182221
20963164,-3.6111193,40.4181879
20963170,-3.6115813,40.4252167
20963176,-3.6081602,40.4252416
20963179,-3.6076262,40.4256355
20963182,-3.6074897,40.425423
20963197,-3.6069876,40.4268323
20963200,-3.6063157,40.4269257
20963202,-3.6065541,40.4279353
20963204,-3.6048099,40.4281698
20963205,-3.6036934,40.4283242
20963207,-3.6068737,40.4251886
21067873,-3.6327127,40.4057226
21067877,-3.6309643,40.4078765
21067879,-3.6303656,40.4091455
21067881,-3.6296373,40.4104789
21067892,-3.6238232,40.4170907
21067895,-3.6272449,40.4148148
21067896,-3.6274026,40.4148664
21067903,-3.6281024,40.4140723
21067905,-3.6273486,40.4139172
21067907,-3.627761,40.4138995
21067925,-3.6025644,40.4284762
21067926,-3.6014334,40.4286361
21067927,-3.6044842,40.4267737
21067928,-3.6006289,40.4301616
21067930,-3.5995244,40.4259959
21068371,-3.5960613,40.4305219
21068382,-3.5934837,40.4366633
21068429,-3.5758487,40.462211
21068454,-3.5743846,40.4731135
21068456,-3.5742218,40.4731114
21068466,-3.5799291,40.479477
21068500,-3.5934594,40.4799675
21068504,-3.5948077,40.4799621
21068511,-3.5988983,40.479725
21068523,-3.601928,40.4804892
21068541,-3.6016494,40.4889774
21068554,-3.6037114,40.4945693
